wav_filename,wav_filesize,transcript,transcrip_size
/home/data/images/iam/lines/a04/a04-103/a04-103-04.png,29441,growing body of opinion in this country,39
/home/data/images/iam/lines/a05/a05-048/a05-048-07.png,37883,last night that he had considered early,39
/home/data/images/iam/lines/a05/a05-073/a05-073-05.png,44501,certain that they wanted to establish a,39
/home/data/images/iam/lines/a05/a05-094/a05-094-06.png,43987,metaphorical braces were visible in the,39
/home/data/images/iam/lines/a05/a05-099/a05-099-06.png,39129,prohibition of the production of atomic,39
/home/data/images/iam/lines/a05/a05-104/a05-104-04.png,43661,they themselves had no condemnation for,39
/home/data/images/iam/lines/a06/a06-036/a06-036-02.png,67035,to the preparations for launching their,39
/home/data/images/iam/lines/a06/a06-075/a06-075-04.png,71914,for negotiations with a view to joining,39
/home/data/images/iam/lines/b01/b01-094/b01-094-08.png,39410,itself a government which all outsiders,39
/home/data/images/iam/lines/b02/b02-013/b02-013-01.png,46911,advocate putting off any approach until,39
/home/data/images/iam/lines/b02/b02-035/b02-035-10.png,61862,it by saying that the revision would be,39
/home/data/images/iam/lines/b03/b03-104/b03-104-08.png,36112,any reason why the centigrade countries,39
/home/data/images/iam/lines/b04/b04-187/b04-187-05.png,32753,of public taste has launched many great,39
/home/data/images/iam/lines/b06/b06-008/b06-008-07.png,36643,that his policy was to make his country,39
/home/data/images/iam/lines/b06/b06-059/b06-059-08.png,28137,clarification of the issues can bring a,39
/home/data/images/iam/lines/b06/b06-064/b06-064-05.png,62298,workers who are beginning to understand,39
/home/data/images/iam/lines/b06/b06-090/b06-090-01.png,21904,and lay the basis for the defeat of the,39
/home/data/images/iam/lines/c01/c01-009/c01-009-02.png,38362,story into a concentrated comprehensive,39
/home/data/images/iam/lines/c03/c03-021a/c03-021a-02.png,65117,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-021d/c03-021d-02.png,85433,estranged from women but yet moved by a,39
/home/data/images/iam/lines/c03/c03-096c/c03-096c-03.png,83345,of the ineffectuality with which he had,39
/home/data/images/iam/lines/c04/c04-039/c04-039-07.png,75006,performance as the master mind behind a,39
/home/data/images/iam/lines/e01/e01-025/e01-025-04.png,98666,but it would take more than a temporary,39
/home/data/images/iam/lines/e07/e07-072/e07-072-08.png,25512,no real substitute for clay that can be,39
/home/data/images/iam/lines/e07/e07-079/e07-079-02.png,24695,and difficult things to accommodate and,39
/home/data/images/iam/lines/f02/f02-038/f02-038-05.png,35928,desire on the part of all concerned for,39
/home/data/images/iam/lines/g06/g06-045b/g06-045b-04.png,46435,was being cultivated with extraordinary,39
/home/data/images/iam/lines/g06/g06-047j/g06-047j-04.png,30687,an increasing number of disciples among,39
/home/data/images/iam/lines/g06/g06-047m/g06-047m-05.png,23353,unorthodox medical men in the cities of,39
/home/data/images/iam/lines/h04/h04-000/h04-000-01.png,72400,was appreciably higher in families with,39
/home/data/images/iam/lines/r03/r03-007/r03-007-07.png,22334,holiday while the whole transaction was,39
/home/data/images/iam/lines/r06/r06-044/r06-044-10.png,66782,informing them that he was on the point,39
/home/data/images/iam/lines/r06/r06-053/r06-053-08.png,66327,labourer was able to return to work the,39
/home/data/images/iam/lines/r06/r06-066/r06-066-08.png,72189,could catch the taste of dead dreams on,39
/home/data/images/iam/lines/r06/r06-121/r06-121-10.png,54423,the pictures just for the fun of it was,39
/home/data/images/iam/lines/g06/g06-037n/g06-037n-07.png,40842,an effective alleviation of his painful,39
/home/data/images/iam/lines/g06/g06-037o/g06-037o-09.png,74085,remedies to which he had been subjected,39
/home/data/images/iam/lines/g06/g06-045o/g06-045o-04.png,77319,was being cultivated with extraordinary,39
/home/data/images/iam/lines/g06/g06-047n/g06-047n-04.png,33567,an increasing number of disciples among,39
/home/data/images/iam/lines/g06/g06-047o/g06-047o-04.png,87444,an increasing number of disciples among,39
/home/data/images/iam/lines/g07/g07-030/g07-030-03.png,23610,of return was what she could never have,39
/home/data/images/iam/lines/g07/g07-074a/g07-074a-08.png,63758,failed to leave her audience agape with,39
/home/data/images/iam/lines/h01/h01-007/h01-007-06.png,75621,number of children in the case of women,39
/home/data/images/iam/lines/h02/h02-037/h02-037-01.png,23601,inspection then in operation cases were,39
/home/data/images/iam/lines/h02/h02-037/h02-037-04.png,39312,large quantities of morphine and heroin,39
/home/data/images/iam/lines/h02/h02-040/h02-040-06.png,41044,measures to secure proper observance of,39
/home/data/images/iam/lines/h06/h06-085/h06-085-04.png,64083,machine has recently been developed for,39
/home/data/images/iam/lines/h06/h06-092/h06-092-01.png,65530,faces of green bricks has recently been,39
/home/data/images/iam/lines/h07/h07-020/h07-020-05.png,38087,corporations are employed by the eleven,39
/home/data/images/iam/lines/h07/h07-028a/h07-028a-04.png,24990,the larger ones providing neighbourhood,39
/home/data/images/iam/lines/h07/h07-037a/h07-037a-01.png,22103,town centres has helped to bring custom,39
/home/data/images/iam/lines/h07/h07-044a/h07-044a-01.png,60095,ture on town and neighbourhood shopping,39
/home/data/images/iam/lines/j01/j01-049/j01-049-02.png,45741,suitable shapes impervious to gases and,39
/home/data/images/iam/lines/j04/j04-012/j04-012-08.png,46162,used to prepare the reference standards,39
/home/data/images/iam/lines/j04/j04-094/j04-094-05.png,37182,exchange separation has been checked by,39
/home/data/images/iam/lines/j06/j06-000/j06-000-01.png,54625,seem to migrate on some occasions while,39
/home/data/images/iam/lines/j06/j06-000/j06-000-05.png,68940,possible to find some regularity in the,39
/home/data/images/iam/lines/k02/k02-062/k02-062-03.png,46929,been enough to make me conscious of the,39
/home/data/images/iam/lines/l01/l01-095/l01-095-06.png,30224,have to remain in bed for some time and,39
/home/data/images/iam/lines/l01/l01-173/l01-173-06.png,67752,you stick it out up here and we all get,39
/home/data/images/iam/lines/l07/l07-131/l07-131-06.png,89975,limited excitement of the river and now,39
/home/data/images/iam/lines/l07/l07-135/l07-135-07.png,97075,first lesson in manoeuvring up and down,39
/home/data/images/iam/lines/l07/l07-172/l07-172-04.png,61685,when we had installed my things and the,39
/home/data/images/iam/lines/l07/l07-181/l07-181-01.png,58155,is always something new and exciting to,39
/home/data/images/iam/lines/l07/l07-181/l07-181-06.png,55643,when we tied up almost exactly opposite,39
/home/data/images/iam/lines/l07/l07-187/l07-187-01.png,60426,it stood a long way back from the water,39
/home/data/images/iam/lines/l07/l07-187/l07-187-07.png,54878,and there was a delicate iron staircase,39
/home/data/images/iam/lines/m01/m01-125/m01-125-06.png,50021,to the door at their ring but neglected,39
/home/data/images/iam/lines/n01/n01-000/n01-000-06.png,48725,than a couple of telephone calls he was,39
/home/data/images/iam/lines/n04/n04-100/n04-100-05.png,67460,he was on the verge of a new chapter in,39
/home/data/images/iam/lines/n06/n06-123/n06-123-09.png,41073,the horses and drank enough to cure our,39
/home/data/images/iam/lines/n06/n06-182/n06-182-03.png,28969,digging for gold but were babes in arms,39
/home/data/images/iam/lines/p01/p01-147/p01-147-08.png,46579,a man was drowning and towards his last,39
/home/data/images/iam/lines/p02/p02-131/p02-131-05.png,30059,so kind and nice and she hoped that one,39
/home/data/images/iam/lines/p03/p03-012/p03-012-03.png,48276,one has to know something about fishing,39
/home/data/images/iam/lines/a01/a01-063u/a01-063u-08.png,52384,quickly point out that this is money due,40
/home/data/images/iam/lines/a01/a01-072u/a01-072u-04.png,45540,rejection of it is a painful blow to the,40
/home/data/images/iam/lines/a01/a01-102/a01-102-09.png,71974,from the real problems to fiddling about,40
/home/data/images/iam/lines/a01/a01-102u/a01-102u-07.png,42613,have descended from the real problems to,40
/home/data/images/iam/lines/a01/a01-128u/a01-128u-08.png,52609,the proposed changes the net cost of the,40
/home/data/images/iam/lines/a04/a04-043/a04-043-07.png,20146,must have nuclear weapons so long as the,40
/home/data/images/iam/lines/a04/a04-103/a04-103-06.png,26683,in preventing a nuclear war as a neutral,40
/home/data/images/iam/lines/a05/a05-017/a05-017-09.png,47095,engagement would probably have to be for,40
/home/data/images/iam/lines/a05/a05-048/a05-048-09.png,38422,mobilise reserves necessary to bring the,40
/home/data/images/iam/lines/a06/a06-004/a06-004-07.png,54887,and property dealers who form a chain of,40
/home/data/images/iam/lines/a06/a06-152/a06-152-01.png,29974,determination is the intention to impose,40
/home/data/images/iam/lines/b01/b01-057/b01-057-05.png,36789,idea that moral regeneration would solve,40
/home/data/images/iam/lines/b04/b04-000/b04-000-01.png,19150,stands at the centre of an international,40
/home/data/images/iam/lines/b04/b04-175/b04-175-02.png,27468,that in the most prosperous days in this,40
/home/data/images/iam/lines/b05/b05-079/b05-079-06.png,26343,local situation calls for an exceptional,40
/home/data/images/iam/lines/b05/b05-098/b05-098-07.png,48960,upbringing and a possible reprieve might,40
/home/data/images/iam/lines/b06/b06-042/b06-042-07.png,32863,which fought for and still stands on the,40
/home/data/images/iam/lines/b06/b06-042/b06-042-10.png,33188,appalled at the character of the current,40
/home/data/images/iam/lines/b06/b06-056/b06-056-02.png,44613,around frantically to overturn them next,40
/home/data/images/iam/lines/b06/b06-059/b06-059-04.png,30515,posed so as to cause doubt and confusion,40
/home/data/images/iam/lines/b06/b06-075/b06-075-04.png,68283,being a law unto themselves and opposing,40
/home/data/images/iam/lines/b06/b06-093/b06-093-05.png,40579,all nuclear strategy and weapons of mass,40
/home/data/images/iam/lines/c01/c01-009/c01-009-01.png,43676,compressed a long and sometimes rambling,40
/home/data/images/iam/lines/c02/c02-017/c02-017-09.png,44398,the miracle becomes exploited by a group,40
/home/data/images/iam/lines/c02/c02-030/c02-030-07.png,59067,recording his personal apocalypse of the,40
/home/data/images/iam/lines/c02/c02-082/c02-082-08.png,68115,well trounced by the critics wherever it,40
/home/data/images/iam/lines/c03/c03-000a/c03-000a-06.png,67666,this unity of conception and control are,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-06.png,87154,advantages to be derived from this unity,40
/home/data/images/iam/lines/c03/c03-000f/c03-000f-07.png,80202,of conception and control are everywhere,40
/home/data/images/iam/lines/c03/c03-016a/c03-016a-04.png,61455,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016d/c03-016d-04.png,81528,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-016e/c03-016e-04.png,94544,surroundings she learns sex is something,40
/home/data/images/iam/lines/c03/c03-021e/c03-021e-05.png,88343,who acts as a protector and comforter to,40
/home/data/images/iam/lines/c03/c03-081f/c03-081f-03.png,74848,in our minds about her if she remained a,40
/home/data/images/iam/lines/c03/c03-087a/c03-087a-03.png,61084,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087b/c03-087b-03.png,80467,left its central character and the world,40
/home/data/images/iam/lines/c03/c03-087c/c03-087c-05.png,73027,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-087d/c03-087d-06.png,80738,say whether or not the attempt succeeded,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-02.png,82474,to generate a melodramatic inevitability,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-03.png,74905,which left its central character and the,40
/home/data/images/iam/lines/c03/c03-087f/c03-087f-06.png,77538,or not the attempt succeeded if we had a,40
/home/data/images/iam/lines/c03/c03-096d/c03-096d-04.png,82867,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/c03/c03-096f/c03-096f-04.png,92264,ineffectuality with which he had endowed,40
/home/data/images/iam/lines/e01/e01-032/e01-032-01.png,46394,threads may be reserved to bring a light,40
/home/data/images/iam/lines/e02/e02-021/e02-021-02.png,104825,needed at the top before the tapering is,40
/home/data/images/iam/lines/e02/e02-074/e02-074-05.png,50354,it enables results to be obtained fairly,40
/home/data/images/iam/lines/e02/e02-082/e02-082-07.png,85884,would unhesitatingly use a machine if it,40
/home/data/images/iam/lines/e04/e04-043/e04-043-06.png,71977,and an outboard motor with a comfortable,40
/home/data/images/iam/lines/e04/e04-083/e04-083-03.png,46980,to allow for the chines to rest in these,40
/home/data/images/iam/lines/e07/e07-012/e07-012-02.png,25189,praying mantis satisfies its voracity by,40
/home/data/images/iam/lines/e07/e07-072/e07-072-10.png,25433,bituminized paper pots which are used on,40
/home/data/images/iam/lines/e07/e07-076/e07-076-08.png,26340,smaller ones and are not normally thrown,40
/home/data/images/iam/lines/e07/e07-083/e07-083-03.png,24702,young man was so wholehearted about this,40
/home/data/images/iam/lines/e07/e07-090/e07-090-08.png,28039,suitable container available in quantity,40
/home/data/images/iam/lines/e07/e07-101/e07-101-06.png,21822,is that soil blocks can only be used for,40
/home/data/images/iam/lines/f01/f01-053/f01-053-01.png,35352,vocabulary to work on the existing store,40
/home/data/images/iam/lines/f02/f02-033/f02-033-09.png,43378,he had made into the problems that beset,40
/home/data/images/iam/lines/f02/f02-038/f02-038-03.png,32852,of the problems of men and women nearing,40
/home/data/images/iam/lines/g01/g01-000/g01-000-06.png,43068,equipped and manned a fleet from his own,40
/home/data/images/iam/lines/g04/g04-003/g04-003-01.png,64170,a walk over the fields while we attended,40
/home/data/images/iam/lines/g06/g06-042a/g06-042a-05.png,25088,known as homoeopathy had been brought to,40
/home/data/images/iam/lines/g06/g06-045m/g06-045m-04.png,24460,cultivated with extraordinary success in,40
/home/data/images/iam/lines/h04/h04-000/h04-000-05.png,67235,and of course with lower tax reliefs and,40
/home/data/images/iam/lines/r02/r02-078/r02-078-06.png,34666,intention of playing the dutiful citizen,40
/home/data/images/iam/lines/r03/r03-007/r03-007-06.png,21661,the hands of a lawyer and go away on her,40
/home/data/images/iam/lines/r03/r03-026/r03-026-07.png,42338,first thing she did was to make an offer,40
/home/data/images/iam/lines/r06/r06-053/r06-053-01.png,64963,an elderly farm labourer out for a shoot,40
/home/data/images/iam/lines/r06/r06-057/r06-057-04.png,69432,and beaches of earth pricked to blood by,40
/home/data/images/iam/lines/g07/g07-026a/g07-026a-05.png,68207,the unguarded letters he never suspected,40
/home/data/images/iam/lines/g07/g07-026b/g07-026b-04.png,27525,in secret the unguarded letters he never,40
/home/data/images/iam/lines/g07/g07-028b/g07-028b-03.png,27489,the headstrong folly that tempted him to,40
/home/data/images/iam/lines/g07/g07-038/g07-038-05.png,34043,objectionable to have the family history,40
/home/data/images/iam/lines/g07/g07-069a/g07-069a-05.png,62110,examined by the relatives and friends of,40
/home/data/images/iam/lines/g07/g07-071a/g07-071a-09.png,59748,she was not only of nearer consanguinity,40
/home/data/images/iam/lines/h02/h02-012/h02-012-09.png,47891,sufficient evidence that these compounds,40
/home/data/images/iam/lines/h02/h02-043/h02-043-02.png,32853,and heroin to addicts to these drugs and,40
/home/data/images/iam/lines/h06/h06-003/h06-003-07.png,30249,category of those due to the collapse or,40
/home/data/images/iam/lines/h06/h06-089/h06-089-07.png,67207,by a guard which is interlocked with the,40
/home/data/images/iam/lines/h07/h07-040/h07-040-01.png,61150,from the large departmental store to the,40
/home/data/images/iam/lines/h07/h07-078/h07-078-08.png,53678,it difficult for corporations to achieve,40
/home/data/images/iam/lines/h07/h07-080/h07-080-07.png,49386,designed to ensure that vacancies in the,40
/home/data/images/iam/lines/j01/j01-059/j01-059-03.png,41507,out of the sodium stream through a close,40
/home/data/images/iam/lines/j01/j01-059/j01-059-09.png,42986,to the sodium by circlips on either side,40
/home/data/images/iam/lines/j01/j01-063/j01-063-01.png,53863,minimised by a close fitting cylindrical,40
/home/data/images/iam/lines/j01/j01-066/j01-066-05.png,71319,the inadequacy of some simpler method of,40
/home/data/images/iam/lines/j04/j04-046/j04-046-05.png,60196,completed by heating the mixed sulphates,40
/home/data/images/iam/lines/j04/j04-046/j04-046-10.png,48653,alone which indicated that less lead was,40
/home/data/images/iam/lines/j06/j06-005/j06-005-02.png,58274,the surface is directly related to their,40
/home/data/images/iam/lines/j06/j06-008/j06-008-03.png,55053,day depths upon the surfacing of various,40
/home/data/images/iam/lines/k02/k02-036/k02-036-06.png,38216,never given him similar cause to display,40
/home/data/images/iam/lines/k07/k07-122/k07-122-05.png,62639,in an attempt to receive a caress he was,40
/home/data/images/iam/lines/l01/l01-179/l01-179-05.png,112053,listened to the dwindling screams of the,40
/home/data/images/iam/lines/l01/l01-187/l01-187-05.png,73596,gradually to become a little cleaner and,40
/home/data/images/iam/lines/l07/l07-131/l07-131-01.png,93882,roomy enough and well lit by two rows of,40
/home/data/images/iam/lines/l07/l07-135/l07-135-01.png,91173,haggled with him and within half an hour,40
/home/data/images/iam/lines/l07/l07-138/l07-138-01.png,99358,fish and the gentle putter of the engine,40
/home/data/images/iam/lines/m04/m04-200/m04-200-06.png,41554,they could have measured up the road and,40
/home/data/images/iam/lines/n02/n02-151/n02-151-09.png,97921,that her failure to appear at a function,40
/home/data/images/iam/lines/n03/n03-097/n03-097-01.png,67048,is going to try to make a landing on the,40
/home/data/images/iam/lines/n06/n06-074/n06-074-01.png,45939,thinking what a skill he had for reading,40
/home/data/images/iam/lines/n06/n06-100/n06-100-05.png,47840,fascinated by the way he looked when you,40
/home/data/images/iam/lines/p02/p02-105/p02-105-05.png,39066,and no doubt he would come back soon and,40
/home/data/images/iam/lines/p03/p03-096/p03-096-04.png,28467,great pleasure in telling that young man,40
/home/data/images/iam/lines/p03/p03-181/p03-181-04.png,37859,which had followed her slim young figure,40
/home/data/images/iam/lines/a01/a01-077u/a01-077u-07.png,40478,military aides to come up with the answer,41
/home/data/images/iam/lines/a01/a01-096u/a01-096u-09.png,46796,to render that service a hardship to poor,41
/home/data/images/iam/lines/a01/a01-102u/a01-102u-05.png,47655,needs an imaginative architect to improve,41
/home/data/images/iam/lines/a01/a01-132u/a01-132u-01.png,48335,being limited or an adjustment being made,41
/home/data/images/iam/lines/a01/a01-132x/a01-132x-01.png,57564,being limited or an adjustment being made,41
/home/data/images/iam/lines/a03/a03-006/a03-006-07.png,39843,is known for some time to have favoured a,41
/home/data/images/iam/lines/a04/a04-066/a04-066-07.png,30890,to the official document on to opposition,41
/home/data/images/iam/lines/a05/a05-017/a05-017-06.png,41806,not agree that the point has been reached,41
/home/data/images/iam/lines/a05/a05-025/a05-025-01.png,37956,to have come mainly from retired officers,41
/home/data/images/iam/lines/a05/a05-084/a05-084-03.png,45798,attitude of studied calm brought down the,41
/home/data/images/iam/lines/b01/b01-009/b01-009-03.png,22811,holds that it would be a mistake to expel,41
/home/data/images/iam/lines/b01/b01-084/b01-084-06.png,37771,simply on adequate support by the nations,41
/home/data/images/iam/lines/b01/b01-127/b01-127-01.png,35595,maintained an unflinching witness to what,41
/home/data/images/iam/lines/b03/b03-098/b03-098-06.png,36308,centigrade would have got off to a better,41
/home/data/images/iam/lines/b03/b03-114/b03-114-02.png,60784,authorities ganged up to alter the habits,41
/home/data/images/iam/lines/b04/b04-010/b04-010-06.png,25587,show the world that this country does not,41
/home/data/images/iam/lines/b06/b06-068/b06-068-07.png,34869,present a whole new proof that to abandon,41
/home/data/images/iam/lines/c02/c02-007/c02-007-06.png,44163,and greys are not only the colours of the,41
/home/data/images/iam/lines/c02/c02-026/c02-026-03.png,32560,recording every wrinkle and drop of sweat,41
/home/data/images/iam/lines/c02/c02-056/c02-056-07.png,51290,tries to show that it took more than just,41
/home/data/images/iam/lines/c03/c03-000e/c03-000e-06.png,105522,derived from this unity of conception and,41
/home/data/images/iam/lines/c03/c03-016e/c03-016e-09.png,91300,first lover is a sailor who leaves her to,41
/home/data/images/iam/lines/c03/c03-021d/c03-021d-07.png,81417,her his forlorn gift of companionship and,41
/home/data/images/iam/lines/c03/c03-081e/c03-081e-09.png,96172,mance of rare intelligence and restrained,41
/home/data/images/iam/lines/c03/c03-084f/c03-084f-07.png,83265,unfamiliar theme of the destructive power,41
/home/data/images/iam/lines/c03/c03-096a/c03-096a-03.png,69781,the author in spite of the ineffectuality,41
/home/data/images/iam/lines/c03/c03-096a/c03-096a-05.png,69469,hopes that he is not asking us to believe,41
/home/data/images/iam/lines/e07/e07-061/e07-061-08.png,28446,many of the mantis of both types had died,41
/home/data/images/iam/lines/e07/e07-072/e07-072-03.png,21779,in the smaller sizes that the substitutes,41
/home/data/images/iam/lines/e07/e07-072/e07-072-11.png,24963,commercial nurseries for growing tomatoes,41
/home/data/images/iam/lines/e07/e07-083/e07-083-09.png,32969,whereas on larger establishments the pots,41
/home/data/images/iam/lines/f02/f02-030/f02-030-05.png,25865,personnel department or by an approach to,41
/home/data/images/iam/lines/f02/f02-038/f02-038-07.png,28214,and women for life in retirement and more,41
/home/data/images/iam/lines/f02/f02-076/f02-076-06.png,34292,obtained support a rationale for adapting,41
/home/data/images/iam/lines/f02/f02-076/f02-076-08.png,27504,programme to the needs of older employees,41
/home/data/images/iam/lines/g06/g06-011j/g06-011j-02.png,34509,it as much as his health permitted him to,41
/home/data/images/iam/lines/g06/g06-011k/g06-011k-02.png,23875,much as his health permitted him to enjoy,41
/home/data/images/iam/lines/g06/g06-026a/g06-026a-05.png,26322,temporary assumption of the government by,41
/home/data/images/iam/lines/g06/g06-037j/g06-037j-08.png,32102,ous conventional remedies to which he had,41
/home/data/images/iam/lines/g06/g06-047b/g06-047b-04.png,52446,of disciples among unorthodox medical men,41
/home/data/images/iam/lines/r03/r03-115/r03-115-02.png,49068,reception room was too small when divided,41
/home/data/images/iam/lines/r06/r06-066/r06-066-04.png,62585,the ghosts of dead monarchs and brilliant,41
/home/data/images/iam/lines/r06/r06-111/r06-111-04.png,53088,she felt small flats were altogether more,41
/home/data/images/iam/lines/g07/g07-014/g07-014-06.png,62323,in order to make sure that no recent will,41
/home/data/images/iam/lines/g07/g07-028a/g07-028a-05.png,66855,to guess what repentance and unrepentance,41
/home/data/images/iam/lines/g07/g07-028b/g07-028b-01.png,26024,her in poetry that he thought would clear,41
/home/data/images/iam/lines/g07/g07-042/g07-042-02.png,21959,been involved in a scandalous and ruinous,41
/home/data/images/iam/lines/g07/g07-074a/g07-074a-01.png,59877,precisely the reasons why her cousin took,41
/home/data/images/iam/lines/g07/g07-077a/g07-077a-03.png,66348,being responsible for the collapse of the,41
/home/data/images/iam/lines/h01/h01-000/h01-000-06.png,81614,related to all women who were or had been,41
/home/data/images/iam/lines/h01/h01-027/h01-027-02.png,67093,important to attempt the task of bringing,41
/home/data/images/iam/lines/h01/h01-027/h01-027-08.png,71954,households by size as usually constituted,41
/home/data/images/iam/lines/h02/h02-004/h02-004-08.png,36639,the replies need not be confined to these,41
/home/data/images/iam/lines/h04/h04-057/h04-057-06.png,51488,white bread and more rolls and speciality,41
/home/data/images/iam/lines/h07/h07-020/h07-020-04.png,35156,in factories sponsored by the development,41
/home/data/images/iam/lines/h07/h07-037a/h07-037a-03.png,22750,of the shopkeepers that their trade would,41
/home/data/images/iam/lines/h07/h07-040b/h07-040b-09.png,27913,high in some cases with large paved areas,41
/home/data/images/iam/lines/h07/h07-054a/h07-054a-06.png,70637,with nearly half a million square feet of,41
/home/data/images/iam/lines/h07/h07-060b/h07-060b-04.png,31707,and have also erected some buildings as a,41
/home/data/images/iam/lines/h07/h07-075/h07-075-05.png,46858,offer a house or a flat at once to anyone,41
/home/data/images/iam/lines/h07/h07-075a/h07-075a-06.png,35543,but in the main house building has lagged,41
/home/data/images/iam/lines/h07/h07-078/h07-078-04.png,47414,recent years the pressure on the building,41
/home/data/images/iam/lines/j04/j04-012/j04-012-04.png,42803,can be calculated from the known activity,41
/home/data/images/iam/lines/j04/j04-035/j04-035-01.png,49138,minimum but the accuracy and precision of,41
/home/data/images/iam/lines/j04/j04-046/j04-046-09.png,55163,chosen after experiments with lead tracer,41
/home/data/images/iam/lines/j06/j06-008/j06-008-01.png,53300,could of course be considered the extreme,41
/home/data/images/iam/lines/k04/k04-054/k04-054-01.png,58342,and moved away from him towards the group,41
/home/data/images/iam/lines/k07/k07-125/k07-125-04.png,58990,to say he loved her because he knew it to,41
/home/data/images/iam/lines/l07/l07-187/l07-187-02.png,60670,at the end of a velvety lawn flanked with,41
/home/data/images/iam/lines/m01/m01-110/m01-110-02.png,62828,they will promptly give us their hypnotic,41
/home/data/images/iam/lines/m02/m02-087/m02-087-06.png,28164,to him as those a lawyer makes in a court,41
/home/data/images/iam/lines/m03/m03-062/m03-062-04.png,34910,hesitation in saying that they would have,41
/home/data/images/iam/lines/m03/m03-062/m03-062-05.png,32553,made an end of us but for an intervention,41
/home/data/images/iam/lines/m04/m04-072/m04-072-06.png,65962,as with trembling fingers he fastened his,41
/home/data/images/iam/lines/m04/m04-078/m04-078-06.png,75333,the fact that the green earth was falling,41
/home/data/images/iam/lines/n01/n01-009/n01-009-07.png,63727,sounded so charming and appeared to be so,41
/home/data/images/iam/lines/n01/n01-045/n01-045-01.png,74230,pitch changed as the nose of the aircraft,41
/home/data/images/iam/lines/n02/n02-040/n02-040-04.png,86945,to make you understand just what happened,41
/home/data/images/iam/lines/n06/n06-082/n06-082-06.png,38551,us to bother with the coach and the folks,41
/home/data/images/iam/lines/n06/n06-128/n06-128-07.png,40693,over a fairly wide area working singly or,41
/home/data/images/iam/lines/n06/n06-163/n06-163-07.png,33183,had tin mugs filled with hot black coffee,41
/home/data/images/iam/lines/p01/p01-147/p01-147-10.png,45701,life came up before him in some cinematic,41
/home/data/images/iam/lines/p02/p02-131/p02-131-03.png,29181,married to the sweetest wife in the world,41
/home/data/images/iam/lines/p03/p03-029/p03-029-05.png,30966,the situation would have been intolerable,41
/home/data/images/iam/lines/p03/p03-181/p03-181-07.png,32900,then regarded the ring which he retrieved,41
/home/data/images/iam/lines/a01/a01-007u/a01-007u-02.png,51691,sentiment would still favour the abolition,42
/home/data/images/iam/lines/a01/a01-030x/a01-030x-07.png,51629,no right to delay progress in the talks by,42
/home/data/images/iam/lines/a01/a01-049/a01-049-01.png,49659,off the opposition by telling a television,42
/home/data/images/iam/lines/a01/a01-072x/a01-072x-06.png,44666,run the obvious risks in upsetting the new,42
/home/data/images/iam/lines/a01/a01-122u/a01-122u-06.png,50421,of children today owed much to the welfare,42
/home/data/images/iam/lines/a02/a02-046/a02-046-06.png,28928,a posse of police arrived and in less than,42
/home/data/images/iam/lines/a03/a03-023/a03-023-02.png,31769,with the political and military leadership,42
/home/data/images/iam/lines/a03/a03-050/a03-050-07.png,42327,television techniques and is being coached,42
/home/data/images/iam/lines/a05/a05-022/a05-022-01.png,34992,necessary for the extended training modern,42
/home/data/images/iam/lines/a05/a05-053/a05-053-02.png,35059,there would be no hesitation in mobilising,42
/home/data/images/iam/lines/b01/b01-027/b01-027-07.png,33178,performances as tiger and rhino hunts were,42
/home/data/images/iam/lines/b01/b01-062/b01-062-04.png,40532,contains statements whose factual truth is,42
/home/data/images/iam/lines/b01/b01-089/b01-089-02.png,33887,justified in diverting naval ships in case,42
/home/data/images/iam/lines/b01/b01-122/b01-122-07.png,40405,country who still oppose apartheid will be,42
/home/data/images/iam/lines/b05/b05-038/b05-038-03.png,52741,threat to those who toil and spin has been,42
/home/data/images/iam/lines/b05/b05-038/b05-038-07.png,71495,can be taught their trade by means of tape,42
/home/data/images/iam/lines/b05/b05-083/b05-083-06.png,48543,themselves less disliked by their attitude,42
/home/data/images/iam/lines/b06/b06-093/b06-093-04.png,40288,role for an international agreement to ban,42
/home/data/images/iam/lines/c02/c02-012/c02-012-03.png,57681,but rather he wants to show the eternal in,42
/home/data/images/iam/lines/c02/c02-012/c02-012-09.png,51089,of reality into an icy supernatural vacuum,42
/home/data/images/iam/lines/c02/c02-026/c02-026-07.png,54768,the wildly flapping white sails slashed by,42
/home/data/images/iam/lines/c02/c02-049/c02-049-08.png,94416,and personal jokes incomprehensible to the,42
/home/data/images/iam/lines/c03/c03-016a/c03-016a-08.png,59106,her first lover is a sailor who leaves her,42
/home/data/images/iam/lines/c03/c03-016c/c03-016c-02.png,73004,girl lives in a single dingy room with her,42
/home/data/images/iam/lines/c03/c03-016d/c03-016d-09.png,64173,who leaves her to bear his child and sails,42
/home/data/images/iam/lines/c03/c03-016e/c03-016e-02.png,95672,girl lives in a single dingy room with her,42
